amt,city_pop,hora,dia_semana,idade,dist_cliente_comerciante,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel,gender_M,periodo_dia_manha,periodo_dia_noite,periodo_dia_tarde,real,proba_fraude_rf,previsto_rf
63.32,348,23,6,75,0.6668118685813775,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0,0.20643921887132768,0
38.01,247,14,2,58,0.6798798757089307,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.011844845805898476,0
94.37,1383,7,1,54,0.7798876287491622,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.008474515580441808,0
1.18,1789,0,3,38,0.7346968086258369,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.17004902864203997,0
36.43,190178,20,6,47,1.104095262168982,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0,0.019207352390245472,0
92.59,59744,20,2,36,0.978014776969141,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,0.02727323659403444,0
7.72,1789,19,4,38,0.788217610466808,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0,0.1451008376290767,0
183.18,5621,2,3,47,0.6534105522755232,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.10005160936839157,0
43.8,1190,18,6,72,0.3070954488314605,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,0.04392416700360471,0
68.63,673342,11,2,53,0.6550402779386971,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,0,0.012440055371769242,0
71.99,4993,6,4,71,0.8893698428016281,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.0526530455026818,0
55.08,372,4,3,25,0.8237169302478843,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0686089410520159,0
2.96,20478,21,6,23,0.9139539870890623,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0,0.04868148663183284,0
57.89,50489,22,3,36,1.016467099810417,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0.2787790865357886,0
4.44,5211,23,2,33,1.0510249763093151,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0,0.23021525888175826,0
28.29,69793,23,3,67,0.40550773168460796,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0,0.223290614902615,0
4.88,798,21,6,94,0.516223064297786,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,0.04815126344986996,0
90.44,5577,7,1,55,0.6744192515853953,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.01194802877576337,0
261.64,2470,5,3,52,0.5816477429346847,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0,0.2586370648730882,0
156.49,48194,23,3,30,1.0235346334057267,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0,0.13633065039414266,0
30.88,937,21,0,62,0.9914670212377131,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.027822789482873707,0
67.21,134056,11,1,40,0.4908260569488957,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.007948414017419086,0
113.66,525713,21,1,28,0.64523597901233,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,0.022323026450013432,0
82.51,828,23,3,29,1.044475809478141,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0,0.0926087326712175,0
3.65,3495,3,2,32,0.8550519302650561,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.29180005712580825,0
43.31,540,16,3,36,0.824890268370283,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.03370339482389188,0
74.09,139,1,0,66,1.2091925545788933,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.08088765505132761,0
68.4,899,1,1,53,0.8261612781176617,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.12418230947094183,0
104.05,1383,19,1,54,0.7269329937050569,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0,0.024331783980174344,0
9.56,581,14,1,53,0.818267050644225,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.02304969037308357,0
4.9,158701,19,5,42,0.5880156067656674,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0,0.025741129045055856,0
49.3,341,5,6,87,1.0895834120493058,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.03371457877372499,0
59.38,606,11,4,32,0.9032520200276294,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.007269345290864554,0
43.14,21902,16,4,40,0.8567043187121315,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0.020216590902849926,0
29.38,76383,20,5,35,1.1169957545639997,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0,0.03144131999484815,0
105.54,143,0,1,38,0.3277590157722611,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.05354631699666604,0
5.53,1412,23,5,50,1.0393707111295805,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0.14500463914849612,0
269.22,9512,22,5,47,0.564858094562699,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0.4504310680242479,0
3.53,811,13,1,48,1.1339619448782203,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0.016024514931244602,0
53.55,18760,10,1,87,0.3026504198262396,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.016747616334081755,0
80.59,6581,7,6,56,0.9314385603624159,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.03905228973977209,0
61.14,718,1,4,35,0.23823578563263284,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.142168996226287,0
5.11,1022298,16,2,44,0.4928156337313062,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0,0.026537314683209887,0
53.62,12486,16,5,86,1.2091774286422967,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0.019545683076964093,0
157.48,5648,12,3,85,0.9274405177050346,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.021385018299709072,0
42.85,286,9,1,31,0.46251353721161154,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.003362771537883259,0
25.53,50835,21,6,34,1.1739031338726353,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0.06505046228185725,0
6.64,9565,11,6,92,0.8646413873190414,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,0,0.017571380967018674,0
47.2,1766,22,1,44,0.5275421758883378,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.2952679703980131,0
4.1,2872,6,0,32,0.3834874132967063,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,0.034742316063773516,0
2.2,817312,13,0,16,0.2495164485980807,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0,0.019888816325719295,0
73.36,238602,2,5,27,1.1858628549377015,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.12001070203186359,0
164.2,230,13,0,22,0.9664052224776085,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.010708062540805474,0
15.87,14871,21,1,46,0.8955042752974396,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0.10128022615880934,0
153.94,21125,16,0,35,0.5523575442229396,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0.016771697747216725,0
98.15,1847,5,2,31,1.370265515970534,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.048696708990691354,0
5.45,743,13,6,48,0.8559632181782107,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0.04078781850004266,0
53.38,1506,22,3,60,0.7394514242903211,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0,0.11306704235438035,0
2.53,217,23,6,30,0.5902976683580917,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0.10622791936389267,0
170.63,1120,21,5,63,0.9726120976525017,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,0.03001253303247339,0
525.12,198,9,0,61,0.8367359131960319,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0,0.1301342161773332,0
8.21,302,17,1,30,0.26928546238146495,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.028108558174797425,0
259.9,116155,12,1,37,0.2368699409718296,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0.15770949038200838,0
8.88,4913,0,5,53,0.24640188685154266,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.16744445646383302,0
145.51,1078,4,1,68,0.1586793930540471,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.014522354818040479,0
68.19,823,13,5,38,0.7010370343426945,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.014274852981636199,0
8.48,2504700,16,0,21,0.8806585502134183,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.01711660822089461,0
58.42,1804,13,3,46,1.091399144271696,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.01631676404196323,0
40.75,302,9,1,30,0.9745637202071488,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.004150856704163272,0
45.68,50489,1,5,36,0.9783747992339173,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.12732654428920906,0
593.92,50489,15,0,36,0.6208620439775655,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0.07639272180954607,0
174.63,21902,22,1,39,0.9346725382383948,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0.18108680052932935,0
70.76,267,0,0,15,0.5632214331193355,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.05185174253383259,0
94.42,1970,1,4,34,0.9338725512450728,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.08865726160996981,0
33.48,320420,18,0,44,0.4383971990296007,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.030278343805438417,0
69.42,2856,11,1,93,0.7716263415675948,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.01816721094556413,0
1.38,1120,6,1,63,0.4265836399511815,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0,0.012804086249106707,0
7.98,776,0,0,70,0.7575681699292781,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0,0.11963616092520186,0
1.67,3805,22,1,69,0.6989575611244262,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0.24180007686713528,0
23.68,551,5,2,49,0.6225372469218144,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.1425919725048714,0
60.37,2906700,15,4,36,1.0478972853104498,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.03165092570187057,0
13.11,12335,18,1,33,0.10181121962239563,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.12941281768463872,0
124.67,673342,4,6,50,0.7193747007512825,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0,0.03595741813294446,0
12.0,3684,18,1,44,0.6550663922115038,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,0.0969119838102368,0
6.73,2158,6,5,59,0.8952436823223073,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,0.0345451038517956,0
74.34,1490,14,5,29,0.8683501991161225,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0.026743026663664238,0
72.79,965,16,2,38,0.9736432628853362,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.01823866152663026,0
162.56,139650,6,0,63,0.3966446627020193,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0,0.013416693864859738,0
128.26,99,20,0,34,0.7638976746724673,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0,0.023752133490383697,0
86.83,6469,18,6,41,0.8936379943332701,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.05870951608607771,0
140.18,471,10,0,53,1.0311158350301846,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.010432837341719741,0
7.02,2661,15,5,72,0.8127807714876181,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,0,0.06575666395943248,0
124.26,1700,23,5,18,1.1827028668406085,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.26925243864513576,0
26.55,1304,21,5,50,1.0085574558035841,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0.036870209340588884,0
76.75,2303,19,6,33,0.5191507455701025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,0.051189662547924564,0
72.56,5211,6,6,33,0.948477868798213,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.015950591920665655,0
94.99,1988,10,0,42,0.533326495977839,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.01541307102306893,0
489.25,1312922,5,1,38,0.9181441946170608,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.23810242944551102,0
84.14,86954,7,3,27,0.31969904507990154,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.020526320151968352,0
71.34,145,17,0,81,0.7467821946839547,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,0.013782488312305961,0
40.24,4729,16,6,38,0.29821549988053925,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,0.02218280122204389,0
128.93,277,16,1,48,1.1845867602218925,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,0,0.0206754666699514,0
7.73,35371,20,4,32,0.6039743031123141,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0.056917871197257726,0
42.83,324,18,6,44,1.1750129847048447,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0.04839921932778957,0
7.49,2016,15,4,66,0.8582099395940371,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0.08206684419312188,0
29.07,230,19,4,23,0.8315807304465453,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.04645921534664827,0
3.0,378909,6,0,43,0.7746629978216305,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,0.020114788379818865,0
25.93,218,13,0,25,0.913035046664145,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0,0.013291073255944419,0
83.15,47249,4,4,39,0.41126648481125544,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.05903883461030308,0
1108.71,571,23,2,89,0.8685174668145715,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,0.9881863699825592,1
1.12,32891,14,4,33,1.3673758480260627,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0,0.027334522936162363,0
7.75,18128,5,6,29,1.1454418673900488,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.09361168450721186,0
73.77,2054,16,1,43,0.8282190334108498,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,0.015961991926517344,0
18.06,13973,21,2,39,0.8695235647790149,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0.06153664413610687,0
9.02,571,12,5,89,0.7792912528150161,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0.07896938287254172,0
1.81,5507,17,3,47,1.2666310241337004,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0,0.021988362429869818,0
47.36,2504700,18,1,20,0.8825085325060654,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0.02535018630090072,0
31.1,798,2,0,94,0.9015299481669963,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0,0.05324410454086449,0
19.31,6951,19,3,35,0.3187840330035321,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.11733451393831604,0
23.8,589,19,4,74,0.13296493995410472,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0,0.08503957974300332,0
89.01,1533,0,1,85,0.25989035640438607,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0387392756310833,0
469.05,3495,22,6,32,0.6025032263166715,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0.76169358507229,1
231.96,7268,13,0,31,0.43812368892813724,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0,0.015461228249826344,0
77.79,198,21,5,41,0.6113961885864198,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0,0.016642395461870806,0
36.79,79008,2,0,35,0.6524495937511122,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.11095637383408061,0
4.25,263,11,0,64,0.7755919586593122,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,0.012817960991823411,0
32.3,4172,5,1,58,0.8078866975690308,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0,0.020613361486333408,0
9.12,4573,12,0,32,0.4932122867589619,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,0,0.021031201030576187,0
7.89,471,14,0,52,0.5855684466268654,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0,0.012198163316668164,0
1.24,272,23,6,18,0.5964768985115863,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.12780219188463163,0
1.54,4306,13,3,30,1.0423195300069887,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0,0.028950425295377204,0
6.7,493806,15,6,40,0.519704872119742,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,0,0.022756088410961085,0
249.34,95015,6,3,74,0.7916929075708613,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0.048376115207180714,0
67.33,3730,4,1,29,0.7141103717283472,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.05092978724452576,0
9.25,653,3,6,54,0.8623565017833426,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,0.09478907537859864,0
55.7,42817,18,5,38,1.0146702432184624,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0.03870177254642424,0
7.61,1766,19,6,44,1.016411744317233,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0.13954902971383037,0
3.39,2504700,12,1,20,1.1318779300189545,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0.017950674927738854,0
188.89,391389,3,0,26,0.5942499658939817,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.06257843559366268,0
182.57,111,12,5,20,0.7289053853724738,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,0,0.017861477712473463,0
6.72,54287,1,6,48,0.7748441177120703,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.30627248015875186,0
112.63,724,20,0,24,0.5680236240245582,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0.03515582571559138,0
25.68,513,7,4,44,0.8524426396473898,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.03323098467492906,0
1.62,1078,5,6,68,0.8955424942793005,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.058800425936084554,0
88.05,308,4,6,61,0.42940970258832656,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.031392572597498815,0
102.3,4895,11,0,61,0.9748488632008512,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,0.007370883341446176,0
3.87,376,20,0,82,0.7906706558118869,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0,0.08411626015849481,0
4.59,166081,15,3,21,0.8342662263834001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.023810617073534275,0
41.46,7646,12,2,32,1.152050141232148,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0.012681609902248231,0
51.87,9496,0,6,27,1.0572186521174278,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.05775319165259726,0
29.08,3688,14,0,47,0.8285972673506672,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0,0.006120828078989744,0
4.53,20328,19,3,35,0.7877991810893107,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.05013645015791242,0
162.46,35299,12,5,45,0.6205610005873766,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0,0.014795375636801375,0
1.02,355,3,2,65,1.1609030998705232,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.06815716282456512,0
3.83,24840,5,0,60,0.8036152579350371,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.07740811920405667,0
12.35,74,21,6,76,0.883121200974134,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0,0.06762092098051976,0
8.57,223,8,6,81,0.3925291566711966,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,0,0.02089803730391608,0
7.5,3395,12,2,41,0.6353979238272709,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0,0.032655637401886345,0
149.36,493806,17,3,40,0.6880030246045431,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0,0.010225364790736014,0
1.02,95015,7,4,74,0.6192312280925404,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,0,0.017785365684172685,0
1.94,248,1,2,52,1.1514823323147443,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.11911795246323081,0
105.14,1080,4,0,41,0.5273644149210256,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.011882757544647295,0
